total_visits,time_per_visit,lead_origin,lead_source,do_not_email,do_not_call,converted,country,specialization,how_did_you_hear_about_x_education,what_is_your_current_occupation,what_matters_most_to_you_in_choosing_a_course,tags,city,a_free_copy_of_mastering_the_interview,no_contact_allowed,lead_source_channel,is_from_india,total_visits_binned,total_time_spent_on_website_binned,page_views_per_visit_binned
4.0,7.25,API,Organic Search,0,0,0,India,Other_Specialization,Word Of Mouth,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
9.5,140.73684210526315,Landing Page Submission,Organic Search,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,Ringing,Other Metro Cities,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Very_High_Page_Views
9.5,31.789473684210527,Landing Page Submission,Organic Search,0,0,0,India,Healthcare Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,High_Page_Views
4.0,397.25,Landing Page Submission,Google,0,0,0,India,Finance Management,Online Search,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
4.0,96.0,Landing Page Submission,Google,0,0,1,India,Marketing Management,Multiple Sources,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,High_Visits,High_Engagement,High_Page_Views
0.0,0.0,API,Olark Chat,0,0,1,Unknown_Country,Not_Specified,,Working Professional,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
4.0,381.0,Landing Page Submission,Direct Traffic,0,0,1,India,Human Resource Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
9.5,137.47368421052633,Landing Page Submission,Google,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Not doing further education,Thane & Outskirts,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Medium_Page_Views
2.0,37.0,Landing Page Submission,Direct Traffic,0,0,0,India,Operations Management,,Unemployed,Better Career Prospects,switched off,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
2.0,52.5,Landing Page Submission,Google,0,0,0,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
4.0,27.25,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
4.0,369.25,Landing Page Submission,Direct Traffic,0,0,1,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
5.0,115.2,Landing Page Submission,Google,0,0,1,India,Finance Management,Word Of Mouth,Working Professional,Better Career Prospects,Closed by Horizzon,Other Cities of Maharashtra,0,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
9.0,77.88888888888889,Landing Page Submission,Direct Traffic,0,0,0,India,Healthcare Management,,Unemployed,Better Career Prospects,wrong number given,Other Metro Cities,1,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
8.0,13.5,Landing Page Submission,Google,0,0,0,India,Human Resource Management,Word Of Mouth,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,High_Page_Views
3.0,155.0,Landing Page Submission,Google,0,0,0,India,Finance Management,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
3.0,434.3333333333333,Landing Page Submission,Google,0,0,1,India,"Banking, Investment And Insurance",Other,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Finance Management,,Housewife,Better Career Prospects,Will revert after reading the email,Other Cities,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
4.0,5.25,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Not_Specified,Not_Specified,,Other Cities,1,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
2.0,207.5,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
6.0,200.33333333333334,Landing Page Submission,Google,0,0,1,India,Other_Specialization,Student of SomeSchool,Unemployed,Better Career Prospects,Lost to EINS,Mumbai,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,High_Page_Views
2.0,582.0,API,Google,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,,Mumbai,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
4.0,17.0,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Not_Specified,Not_Specified,,Tier II Cities,1,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
0.0,0.0,API,Olark Chat,0,0,1,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
5.0,269.4,Landing Page Submission,Google,0,0,1,India,Marketing Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1,0,Other_Source,1,High_Visits,Very_High_Engagement,Medium_Page_Views
3.0,389.3333333333333,Lead Add Form,Reference,0,0,1,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Closed by Horizzon,Unknown_City,0,0,Other_Source,0,Medium_Visits,Very_High_Engagement,Medium_Page_Views
5.0,49.0,Landing Page Submission,Organic Search,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,switched off,Mumbai,1,0,Other_Source,1,High_Visits,Medium_Engagement,Medium_Page_Views
2.0,110.5,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
7.0,32.0,Landing Page Submission,Direct Traffic,0,0,0,India,Operations Management,,Unemployed,Better Career Prospects,Want to take admission but has financial problems,Thane & Outskirts,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Very_High_Page_Views
5.0,34.2,Landing Page Submission,Organic Search,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,High_Visits,Medium_Engagement,Medium_Page_Views
4.0,324.5,Landing Page Submission,Direct Traffic,0,0,1,India,IT Projects Management,,Unemployed,Better Career Prospects,,Other Cities,1,0,Other_Source,1,High_Visits,Very_High_Engagement,Low_Page_Views
2.0,166.5,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,Ringing,Other Cities of Maharashtra,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
2.0,144.0,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,switched off,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,378.6666666666667,Landing Page Submission,Direct Traffic,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
4.0,33.75,Landing Page Submission,Google,0,0,0,India,"Banking, Investment And Insurance",Online Search,Not_Specified,Not_Specified,,Thane & Outskirts,0,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
4.0,298.75,Landing Page Submission,Google,0,0,0,India,Business Administration,,Unemployed,Better Career Prospects,switched off,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,Low_Page_Views
2.0,690.0,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
7.0,135.0,Landing Page Submission,Google,0,0,1,India,Finance Management,Other,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,1,Very_High_Visits,High_Engagement,High_Page_Views
9.5,58.73684210526316,Landing Page Submission,Organic Search,0,0,1,India,Human Resource Management,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,1,0,Other_Source,1,Very_High_Visits,High_Engagement,High_Page_Views
4.0,126.0,Landing Page Submission,Direct Traffic,0,0,0,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,High_Visits,High_Engagement,High_Page_Views
3.0,450.0,API,Organic Search,0,0,1,Other_Country,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,0,Medium_Visits,Very_High_Engagement,High_Page_Views
5.0,311.4,Landing Page Submission,Direct Traffic,0,0,1,India,Media and Advertising,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,High_Visits,Very_High_Engagement,Very_High_Page_Views
3.0,6.0,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Medium_Visits,Low_Engagement,High_Page_Views
2.0,102.0,Landing Page Submission,Direct Traffic,0,0,0,Other_Country,Human Resource Management,,Unemployed,Better Career Prospects,Ringing,Other Cities,0,0,Other_Source,0,Low_Visits,Medium_Engagement,Low_Page_Views
9.5,126.3157894736842,Landing Page Submission,Organic Search,0,0,1,India,Operations Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,High_Page_Views
3.0,429.3333333333333,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,Low_Page_Views
3.0,80.66666666666667,Landing Page Submission,Google,0,0,0,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
4.0,212.25,Landing Page Submission,Google,0,0,1,India,"Banking, Investment And Insurance",Advertisements,Not_Specified,Not_Specified,,Thane & Outskirts,0,0,Other_Source,1,High_Visits,High_Engagement,High_Page_Views
3.0,299.6666666666667,API,Google,0,0,1,India,Not_Specified,,Student,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
3.0,40.0,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Medium_Visits,Low_Engagement,Low_Page_Views
2.0,65.5,Landing Page Submission,Direct Traffic,0,0,0,India,Supply Chain Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
3.0,18.0,API,Olark Chat,0,0,0,Unknown_Country,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,0,Medium_Visits,Low_Engagement,Low_Page_Views
3.0,148.66666666666666,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Already a student,Mumbai,1,0,Other_Source,1,Medium_Visits,High_Engagement,Low_Page_Views
2.0,59.5,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,Busy,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
2.0,30.5,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
4.0,61.0,API,Direct Traffic,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
4.0,136.25,Landing Page Submission,Direct Traffic,0,0,0,India,Supply Chain Management,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,High_Visits,High_Engagement,Low_Page_Views
2.0,273.5,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
4.0,28.25,Landing Page Submission,Google,0,0,0,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,switched off,Mumbai,0,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
1.0,384.0,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,Not doing further education,Other Cities,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
2.0,26.5,Landing Page Submission,Direct Traffic,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
7.0,39.857142857142854,Landing Page Submission,Organic Search,0,0,0,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,0,0,Other_Source,1,Very_High_Visits,Medium_Engagement,High_Page_Views
2.0,220.0,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Interested  in full time MBA,Other Cities,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
3.0,331.6666666666667,Landing Page Submission,Google,0,0,1,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
5.0,7.6,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,in touch with EINS,Mumbai,1,0,Other_Source,1,High_Visits,Low_Engagement,Medium_Page_Views
5.0,20.0,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
2.0,230.5,Landing Page Submission,Direct Traffic,0,0,0,India,Operations Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
4.0,29.75,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Not_Specified,Not_Specified,,Other Cities of Maharashtra,1,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
2.0,662.0,Landing Page Submission,Google,0,0,0,India,Media and Advertising,Word Of Mouth,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
4.0,245.25,Landing Page Submission,Google,0,0,1,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0,0,Other_Source,1,High_Visits,High_Engagement,High_Page_Views
2.0,112.5,Landing Page Submission,Google,0,0,0,India,Business Administration,Online Search,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
9.5,26.0,API,Direct Traffic,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Medium_Page_Views
3.0,440.3333333333333,Landing Page Submission,Direct Traffic,0,0,1,Other_Country,Supply Chain Management,,Unemployed,Better Career Prospects,Closed by Horizzon,Other Metro Cities,1,0,Other_Source,0,Medium_Visits,Very_High_Engagement,Low_Page_Views
6.0,29.666666666666668,API,Organic Search,0,0,0,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Ringing,Other Cities,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Low_Page_Views
7.0,163.85714285714286,Landing Page Submission,Direct Traffic,0,0,0,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Very_High_Page_Views
4.0,390.75,Landing Page Submission,Google,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
1.0,16.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Not doing further education,Unknown_City,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
2.0,576.0,Landing Page Submission,Direct Traffic,0,0,1,India,Finance Management,,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
6.0,76.16666666666667,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Very_High_Visits,High_Engagement,High_Page_Views
5.0,2.4,Landing Page Submission,Google,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Graduation in progress,Mumbai,1,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
4.0,15.0,Landing Page Submission,Google,0,0,0,India,Human Resource Management,Student of SomeSchool,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
4.0,31.75,API,Organic Search,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
3.0,307.3333333333333,Landing Page Submission,Google,0,0,1,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,0,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
3.0,363.0,Landing Page Submission,Direct Traffic,0,0,1,India,Human Resource Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
9.5,27.57894736842105,Landing Page Submission,Organic Search,0,0,0,India,Other_Specialization,Online Search,Unemployed,Better Career Prospects,Ringing,Other Cities,0,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Very_High_Page_Views
3.0,91.0,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,Low_Page_Views
2.0,5.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
4.0,3.75,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,Multiple Sources,Not_Specified,Not_Specified,,Thane & Outskirts,1,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
1.0,343.0,Landing Page Submission,Direct Traffic,0,0,0,India,Supply Chain Management,,Unemployed,Better Career Prospects,Already a student,Mumbai,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
5.0,54.6,Landing Page Submission,Google,0,0,1,India,Media and Advertising,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,High_Visits,Medium_Engagement,Very_High_Page_Views
3.0,50.666666666666664,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Graduation in progress,Unknown_City,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
2.0,61.0,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Unemployed,Better Career Prospects,Not doing further education,Mumbai,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
2.0,185.5,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Interested in other courses,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
2.0,662.5,Landing Page Submission,Direct Traffic,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
4.0,373.5,Landing Page Submission,Google,0,0,1,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
3.0,317.3333333333333,Landing Page Submission,Direct Traffic,0,0,0,Other_Country,Finance Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,0,Medium_Visits,High_Engagement,High_Page_Views
4.0,52.25,Landing Page Submission,Direct Traffic,0,0,0,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Already a student,Thane & Outskirts,1,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
7.0,147.42857142857142,API,Organic Search,0,0,0,India,Supply Chain Management,,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,1,0,Other_Source,1,Very_High_Visits,High_Engagement,Medium_Page_Views
5.0,81.0,API,Organic Search,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,Not doing further education,Mumbai,0,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
9.5,10.842105263157896,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,Very_High_Visits,Low_Engagement,Very_High_Page_Views
6.0,200.16666666666666,API,Organic Search,0,0,1,India,Media and Advertising,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,High_Page_Views
5.0,9.8,Landing Page Submission,Direct Traffic,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,High_Visits,Low_Engagement,Very_High_Page_Views
5.0,56.8,Landing Page Submission,Google,0,0,1,India,Marketing Management,Other,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,1,High_Visits,Medium_Engagement,Medium_Page_Views
5.0,8.8,Landing Page Submission,Google,0,0,0,Other_Country,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,0,0,Other_Source,0,High_Visits,Low_Engagement,Medium_Page_Views
5.0,17.4,Landing Page Submission,Google,0,0,0,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Busy,Thane & Outskirts,0,0,Other_Source,1,High_Visits,Low_Engagement,Very_High_Page_Views
5.0,234.2,Landing Page Submission,Google,0,0,1,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0,0,Other_Source,1,High_Visits,Very_High_Engagement,Very_High_Page_Views
1.0,322.0,Landing Page Submission,Direct Traffic,0,0,0,India,IT Projects Management,,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
2.0,742.0,API,Organic Search,0,0,1,India,Human Resource Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
3.0,23.333333333333332,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Medium_Visits,Low_Engagement,Low_Page_Views
9.5,84.63157894736842,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Very_High_Visits,High_Engagement,Medium_Page_Views
3.0,71.33333333333333,API,Google,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,Interested  in full time MBA,Unknown_City,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
5.0,279.4,Landing Page Submission,Google,0,0,1,India,Media and Advertising,Word Of Mouth,Unemployed,Better Career Prospects,Closed by Horizzon,Other Cities,0,0,Other_Source,1,High_Visits,Very_High_Engagement,Medium_Page_Views
4.0,270.25,Landing Page Submission,Google,0,0,0,India,Human Resource Management,Other,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,High_Visits,High_Engagement,High_Page_Views
1.0,55.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Interested  in full time MBA,Unknown_City,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
3.0,330.6666666666667,Lead Add Form,Reference,0,0,1,Unknown_Country,Marketing Management,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0,0,Other_Source,0,Medium_Visits,High_Engagement,Medium_Page_Views
3.0,502.3333333333333,Landing Page Submission,Google,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,Already a student,Thane & Outskirts,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,Low_Page_Views
2.0,267.5,API,Google,0,0,0,India,Not_Specified,,Student,Better Career Prospects,Already a student,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
5.0,212.0,Landing Page Submission,Organic Search,0,0,1,India,IT Projects Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,High_Visits,High_Engagement,Medium_Page_Views
2.0,710.5,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,Student of SomeSchool,Not_Specified,Not_Specified,,Other Metro Cities,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
1.0,419.0,API,Google,0,0,0,India,Marketing Management,,Unemployed,Better Career Prospects,Not doing further education,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
0.0,0.0,API,Olark Chat,0,0,1,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Busy,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
4.0,15.75,Landing Page Submission,Direct Traffic,0,0,1,India,Business Administration,,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1,0,Other_Source,1,High_Visits,Low_Engagement,Low_Page_Views
2.0,222.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Interested in other courses,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
9.5,85.6842105263158,Landing Page Submission,Direct Traffic,0,0,0,India,Healthcare Management,Online Search,Not_Specified,Not_Specified,,Other Metro Cities,1,0,Other_Source,1,Very_High_Visits,High_Engagement,Medium_Page_Views
8.0,7.25,API,Direct Traffic,0,0,1,India,Travel and Tourism,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,High_Page_Views
4.0,324.5,Landing Page Submission,Google,0,0,1,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,High_Page_Views
2.0,6.5,API,Google,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
3.0,141.66666666666666,Landing Page Submission,Direct Traffic,0,0,1,Other_Country,Operations Management,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,0,Medium_Visits,High_Engagement,Low_Page_Views
4.0,206.0,Landing Page Submission,Google,0,0,0,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,switched off,Mumbai,0,0,Other_Source,1,High_Visits,High_Engagement,High_Page_Views
9.0,16.11111111111111,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,,Thane & Outskirts,1,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Very_High_Page_Views
4.0,54.75,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
9.5,59.473684210526315,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Very_High_Visits,High_Engagement,High_Page_Views
